can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,85633,0,0,0,0,4.5,-10,"[{'offset': 0, 'projected_percent': '4.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.1', 'likelihood': 1}]",,False,0,1,3.0,3.0,2,Matz,3.0,467,False,,,50,85633.jpg,2.8,False,Sels,1.6,False,,a,18,17,14,67703,1450,60425,4363,0.6,2.8,Sels,,21.0,2024-02-01,1992-02-26,False,p85633,450,0,0,1,5,0,0,0,0,0,11,0,67,82.0,0.0,0.0,8.2,6,46,0,0,5,0.00,0.01,0.01,4.77,,,,,,,[],,114,19,583,62,556,60,234,19,0.0,2.2,0.0,0.0,0.95,1.0,240,5,118,13,163,14,144,21,1.0,0.2,0.0
True,True,,,221389,0,0,0,0,-67.4,-1,"[{'offset': 0, 'projected_percent': '-68.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-71.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-74.3', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,John Victor,0.0,468,False,,,45,221389.jpg,0.0,False,Maciel Furtado,0.1,False,,a,18,17,0,849,42,1974,114,0.0,0.0,John,John Victor,30.0,2025-08-31,1996-02-13,False,p221389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,490,60,485,45,436,40,495,60,0.0,0.0,0.0,0.0,0.0,0.0,457,33,490,60,504,60,483,56,0.0,0.0,0.0
True,True,,,215136,0,0,0,0,24.0,-58,"[{'offset': 0, 'projected_percent': '23.7', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.9', 'likelihood': 2}, {'offset': 2, 'projected_percent': '22.1', 'likelihood': 2}]",,False,0,2,4.2,4.2,2,Neco,4.2,469,False,,,50,215136.jpg,3.8,False,Williams,8.9,False,,a,18,17,19,322907,8421,338822,33564,0.8,3.8,N.Williams,,244.0,2022-07-11,2001-04-13,False,p215136,450,0,1,1,5,0,0,0,0,0,0,1,85,90.4,123.7,42.0,25.6,15,28,14,29,5,0.41,0.61,1.02,4.77,2.0,,3.0,,,,[],,97,45,28,4,114,27,50,7,0.08,0.0,0.12,0.2,0.95,1.0,262,39,64,27,102,43,43,14,1.0,0.2,5.8
True,True,0.0,0.0,227444,-1,1,-1,1,-9.1,-34,"[{'offset': 0, 'projected_percent': '-9.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-10.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.5', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Nikola,2.5,471,False,Hamstring injury - Expected back 11 Oct,2026-09-12T14:00:09.705107Z,54,227444.jpg,4.0,False,Milenković,1.0,False,,i,18,17,12,17976,44,104583,9426,0.5,2.2,Milenković,,190.0,2024-07-18,1997-10-12,False,p227444,270,0,0,1,3,0,0,0,1,0,0,0,34,53.2,1.4,16.0,7.0,26,12,5,31,3,0.11,0.03,0.14,3.28,,,,,,,[],https://www.nottinghamforest.co.uk/news/2026/september/14/glasner-s-update-on-milenkovi----jair-cunha/,180,76,347,126,212,66,250,95,0.04,0.0,0.01,0.05,1.09,1.0,184,21,156,62,94,41,173,67,1.0,0.33,10.33
True,True,100.0,100.0,575476,0,0,0,0,22.2,13,"[{'offset': 0, 'projected_percent': '22.3', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.4', 'likelihood': 2}, {'offset': 2, 'projected_percent': '22.6', 'likelihood': 2}]",,False,0,2,4.8,4.8,4,Murillo,4.8,472,False,,2026-07-23T12:01:23.801183Z,55,575476.jpg,4.6,False,Costa dos Santos,2.1,False,,a,18,17,23,101424,5927,58967,5706,0.9,4.2,Murillo,Murillo,30.0,2023-08-31,2002-07-04,False,p575476,449,0,1,1,5,0,0,0,1,0,0,0,76,124.2,62.6,27.0,21.4,44,18,9,53,5,0.42,0.37,0.79,4.77,,,2.0,,,,[],,38,17,89,18,160,48,80,21,0.08,0.0,0.07,0.15,0.96,1.0,163,18,51,22,72,33,125,50,1.0,0.2,10.62
True,True,,,159506,-1,1,-1,1,-0.7,-34,"[{'offset': 0, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-2.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-3.4', 'likelihood': -1}]",,False,0,2,0.8,0.8,0,Ola,0.8,473,False,,,44,159506.jpg,2.0,False,Aina,2.4,False,,a,18,17,8,68954,841,166602,16815,0.2,1.8,Aina,,157.0,2023-07-22,1996-10-08,False,p159506,306,0,0,1,3,0,0,0,2,0,0,0,45,58.2,53.3,15.0,12.7,12,14,10,22,4,0.04,0.53,0.57,3.72,,,,,,,[],,168,72,105,26,216,68,173,61,0.01,0.0,0.16,0.17,1.09,0.88,555,138,277,100,224,85,119,46,1.18,0.29,6.47
True,True,100.0,75.0,575458,0,0,0,0,-43.4,-2,"[{'offset': 0, 'projected_percent': '-44.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-45.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-47.6', 'likelihood': -3}]",,False,0,2,2.5,1.9,1,Jair,2.5,474,False,,2026-09-12T14:00:09.724349Z,45,575458.jpg,2.8,False,Paula da Cunha Filho,0.2,False,,a,18,17,11,9672,166,13026,500,0.6,2.4,Jair Cunha,Jair Cunha,30.0,2025-07-11,2005-03-07,False,p575458,360,0,0,1,4,0,0,0,2,0,0,0,40,69.6,14.2,2.0,8.6,29,8,7,36,4,0.05,0.02,0.07,3.95,,,,,,,[],,134,60,248,88,321,121,226,83,0.01,0.0,0.0,0.01,0.99,1.0,513,128,152,60,161,66,341,128,1.0,0.25,9.0
True,True,0.0,0.0,500151,0,0,0,0,-18.3,0,"[{'offset': 0, 'projected_percent': '-18.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-18.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-18.3', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Nicolò,0.0,475,False,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,45,500151.jpg,0.0,False,Savona,0.0,False,,i,18,17,0,234,14,271,13,0.0,0.0,Savona,,106.0,2025-08-30,2003-03-19,False,p500151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.nottinghamforest.co.uk/news/2026/september/10/live-blog---pre-aston-villa-press-conference/,506,194,503,193,460,186,511,194,0.0,0.0,0.0,0.0,0.0,0.0,492,120,506,191,520,194,651,215,0.0,0.0,0.0
True,True,,,204822,0,0,0,0,-60.8,-2,"[{'offset': 0, 'projected_percent': '-61.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-62.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-63.5', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Omar,0.0,476,False,,,40,204822.jpg,0.0,False,Richards,0.2,False,,a,18,17,0,3910,210,8090,539,0.0,0.0,O.Richards,,241.0,2022-07-10,1998-02-15,False,p204822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,425,153,416,152,360,137,430,153,0.0,0.0,0.0,0.0,0.0,0.0,607,169,421,147,439,153,325,120,0.0,0.0,0.0
True,True,,,470315,0,0,-1,1,-4.4,0,"[{'offset': 0, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-4.4', 'likelihood': -1}]",,False,0,2,0.5,0.5,1,Luca,0.5,478,False,,,44,470315.jpg,1.0,False,Netz,0.0,False,,a,18,17,3,672,42,1557,86,0.1,0.7,Netz,,80.0,2026-02-02,2003-05-15,False,p470315,27,0,0,0,1,0,0,0,0,0,0,0,8,6.0,17.5,2.0,2.6,0,1,1,1,0,0.00,0.02,0.02,0.13,,,,,,,[],,355,132,226,77,318,118,333,120,0.0,0.0,0.07,0.07,0.43,3.33,567,148,319,115,314,118,539,187,0.0,0.0,3.33
True,True,100.0,100.0,222531,0,0,0,0,47.1,-45,"[{'offset': 0, 'projected_percent': '46.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '46.3', 'likelihood': 3}, {'offset': 2, 'projected_percent': '45.6', 'likelihood': 3}]",,False,1,3,6.5,6.5,2,Morgan,6.5,480,False,,2026-08-24T15:30:08.350159Z,80,222531.jpg,5.6,False,Gibbs-White,15.7,False,,a,18,17,28,1189963,46281,645623,62929,0.8,3.5,Gibbs-White,,241.0,2022-08-19,2000-01-27,False,p222531,450,1,2,1,5,0,0,0,0,0,0,6,116,123.4,204.7,78.0,40.6,2,14,5,21,5,1.56,1.42,2.98,4.77,,,1.0,,1.0,,[],,39,13,3,3,51,31,11,10,0.31,0.0,0.28,0.59,0.95,1.0,7,5,17,8,42,21,27,9,1.0,0.2,4.2
True,True,100.0,100.0,209046,0,0,-2,2,-29.2,-8,"[{'offset': 0, 'projected_percent': '-31.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-38.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-46.3', 'likelihood': -3}]",,False,0,3,0.2,0.2,0,Callum,0.2,482,False,,2026-07-23T12:01:23.832709Z,58,209046.jpg,1.0,False,Hudson-Odoi,0.1,False,,a,18,17,1,5203,192,17315,915,0.0,0.2,Hudson-Odoi,,241.0,2023-09-01,2000-11-07,False,p209046,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,4.0,,,,[],,647,286,385,193,643,284,652,287,0.0,0.0,0.0,0.0,0.0,0.0,100,64,393,189,390,185,368,132,0.0,0.0,0.0
True,True,,,456512,0,0,0,0,12.8,-16,"[{'offset': 0, 'projected_percent': '12.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '12.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '12.3', 'likelihood': 1}]",,False,0,3,3.0,3.0,1,Dan,3.0,483,False,,,55,456512.jpg,3.0,False,Ndoye,0.7,False,,a,18,17,15,72132,536,47858,6695,0.5,2.7,Ndoye,,207.0,2025-07-31,2000-10-25,False,p456512,316,1,0,1,3,0,0,0,1,0,0,2,44,39.0,63.6,90.0,19.0,3,15,2,20,5,1.25,0.93,2.18,3.84,,,,,,,[],,221,95,87,64,41,24,98,53,0.36,0.0,0.26,0.62,1.09,0.85,146,89,125,53,151,62,211,66,1.42,0.28,5.7
True,True,,,432714,0,0,0,0,2.1,-2,"[{'offset': 0, 'projected_percent': '2.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.1', 'likelihood': 1}]",,False,0,3,2.2,2.2,2,James,2.2,486,False,,,55,432714.jpg,2.4,False,McAtee,0.1,False,,a,18,17,12,9915,270,5754,708,0.4,2.2,McAtee,,241.0,2025-08-16,2002-10-18,False,p432714,416,0,0,2,4,0,0,0,2,0,0,0,91,62.4,174.8,38.0,27.6,9,21,9,39,5,0.37,0.96,1.33,4.55,1.0,,,,,,[],,157,59,7,7,130,71,43,32,0.08,0.0,0.21,0.29,0.98,0.87,142,86,183,79,195,84,408,150,1.08,0.43,8.44
True,True,,,250199,0,0,-1,1,-58.1,-4,"[{'offset': 0, 'projected_percent': '-61.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-70.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-78.9', 'likelihood': -3}]",,False,0,3,0.2,0.2,0,Nicolás,0.2,487,False,,,49,250199.jpg,1.0,False,Domínguez,0.1,False,,a,18,17,1,1181,43,4034,232,0.0,0.2,Dominguez,,10.0,2023-09-01,1998-06-28,False,p250199,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,403,189,565,241,530,216,573,237,0.0,0.0,0.0,0.0,0.0,0.0,366,220,372,173,335,145,486,189,0.0,0.0,0.0
True,True,100.0,100.0,210462,0,0,-1,1,-85.1,-7,"[{'offset': 0, 'projected_percent': '-85.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-88.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-90.5', 'likelihood': -3}]",,False,0,3,0.5,0.5,1,Ibrahim,0.5,488,False,,2026-08-28T09:30:07.471668Z,49,210462.jpg,1.3,False,Sangaré,0.4,False,,a,18,17,4,9126,227,67928,2349,0.1,0.8,I.Sangaré,,54.0,2023-09-01,1997-12-02,False,p210462,105,0,0,0,1,0,0,0,0,0,0,0,15,21.6,13.7,5.0,4.1,4,3,1,8,1,0.09,0.02,0.11,0.56,,,,,,,[],,278,118,253,133,293,151,305,138,0.08,0.0,0.02,0.1,0.48,0.86,353,214,326,151,282,128,261,86,0.86,0.0,6.86
True,True,100.0,100.0,204968,0,0,0,0,-75.9,-13,"[{'offset': 0, 'projected_percent': '-76.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-77.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-79.5', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Ryan,0.0,489,False,,2026-08-17T20:30:08.195072Z,45,204968.jpg,0.0,False,Yates,1.2,False,,a,18,17,0,30093,447,92095,5740,0.0,0.0,Yates,,241.0,2018-08-01,1997-11-21,False,p204968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,488,199,483,205,433,177,493,200,0.0,0.0,0.0,0.0,0.0,0.0,452,259,488,200,502,207,166,51,0.0,0.0,0.0
True,True,,,60689,0,0,-2,2,-31.7,-20,"[{'offset': 0, 'projected_percent': '-32.7', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-35.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.1', 'likelihood': -2}]",,False,0,4,0.8,0.8,1,Chris,0.8,490,False,,,58,60689.jpg,1.0,False,Wood,0.9,False,,a,18,17,4,23912,1333,114752,4905,0.1,0.7,Wood,,154.0,2023-07-01,1991-12-07,False,p60689,62,0,0,0,1,0,0,0,0,0,0,0,13,1.2,4.8,3.0,0.7,0,1,0,1,0,0.12,0.01,0.13,0.53,,,,,2.0,,[],,395,43,307,39,316,41,385,44,0.17,0.0,0.01,0.18,0.77,1.45,96,25,292,30,389,45,193,31,0.0,0.0,1.45
True,True,,,482973,0,0,-2,2,1.0,-38,"[{'offset': 0, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-1.0', 'likelihood': -1}]",,False,0,4,2.5,2.5,1,Igor Jesus,2.5,491,False,,,58,482973.jpg,2.4,False,Maciel da Cruz,2.7,False,,a,18,17,12,124272,5272,265662,18317,0.4,2.1,Igor Jesus,Igor Jesus,30.0,2025-07-05,2001-02-25,False,p482973,257,1,0,0,3,0,0,0,1,0,0,2,53,54.8,40.7,100.0,19.6,5,8,2,15,2,1.25,0.08,1.33,2.61,,,,,4.0,,[],,177,13,156,16,36,14,90,15,0.44,0.0,0.03,0.47,0.91,1.05,107,27,159,15,199,20,110,18,0.7,0.0,5.25
True,True,,,465680,0,0,-1,1,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Arnaud,0.0,493,False,,,54,465680.jpg,1.0,False,Kalimuendo,0.1,False,,a,18,17,1,2966,156,4005,305,0.0,0.2,Kalimuendo,,73.0,2025-08-18,2002-01-20,False,p465680,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,632,69,635,73,622,70,637,73,0.0,0.0,0.0,0.0,0.0,0.0,196,45,633,71,378,42,496,71,0.0,0.0,0.0
True,True,,,204561,0,0,0,0,0.5,0,"[{'offset': 0, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",,False,0,3,3.0,3.0,2,Xaver,3.0,558,False,,,50,204561.jpg,2.6,False,Schlager,0.1,False,,a,18,17,13,5833,153,5608,591,0.6,2.6,Schlager,Xaver Schlager,14.0,2026-07-23,1997-09-28,False,p204561,376,0,0,1,5,0,0,0,1,0,0,0,70,68.4,25.0,31.0,12.5,11,21,17,49,4,0.19,0.18,0.37,4.43,3.0,,,,,,[],,137,45,198,112,152,80,177,87,0.05,0.0,0.04,0.09,1.06,1.2,257,160,119,48,180,79,401,147,0.96,0.24,11.73
True,True,,,568420,0,0,-1,1,-45.8,-2,"[{'offset': 0, 'projected_percent': '-45.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-46.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-46.7', 'likelihood': -3}]",,False,0,2,1.8,1.8,2,Ousmane,1.8,581,False,,,54,568420.jpg,2.3,False,Diomande,0.5,False,,a,18,17,7,13210,1088,41104,1639,0.3,1.3,Diomande,,54.0,2026-08-11,2003-12-04,False,p568420,163,0,0,0,2,0,0,0,0,0,0,0,17,32.4,1.0,19.0,5.2,18,10,1,19,2,0.16,0.01,0.17,1.45,,,,,,,[],,245,100,357,131,196,58,288,108,0.09,0.0,0.01,0.1,0.8,1.1,211,28,217,78,204,81,242,92,1.1,0.0,10.49
True,True,,,428971,0,0,0,0,0.0,-4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-2.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-10.2', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Steven,0.0,590,False,,,45,428971.jpg,0.0,False,Benda,0.1,False,,a,18,17,0,2636,96,2779,178,0.0,0.0,Benda,,80.0,2026-08-15,1998-10-01,False,p428971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,497,62,493,48,445,43,502,62,0.0,0.0,0.0,0.0,0.0,0.0,472,36,497,62,511,62,462,52,0.0,0.0,0.0
True,True,,,469142,0,0,-1,1,-24.5,-10,"[{'offset': 0, 'projected_percent': '-24.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-24.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-25.1', 'likelihood': -2}]",,False,0,2,5.8,5.8,6,Jan Paul,5.8,112,False,,,49,469142.jpg,4.8,False,van Hecke,6.6,False,,a,19,6,24,147972,11803,465318,19923,1.2,4.9,Van Hecke,,152.0,2026-06-18,2000-06-08,False,p469142,450,1,0,2,8,0,0,0,1,0,0,2,85,171.8,74.9,70.0,31.6,33,17,10,43,5,0.69,0.42,1.11,7.78,,,,,,,[],,5,2,67,11,62,7,27,3,0.14,0.0,0.08,0.22,1.56,1.6,378,69,25,9,64,29,60,24,1.0,0.4,8.6
True,True,,,109646,0,0,-1,1,-32.9,-3,"[{'offset': 0, 'projected_percent': '-33.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-36.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.3', 'likelihood': -2}]",,False,0,2,0.2,0.2,0,Tosin,0.2,147,False,,,44,109646.jpg,1.0,False,Adarabioyo,0.1,False,,a,19,6,1,1970,78,7775,423,0.0,0.2,Tosin,,241.0,2026-09-01,1997-09-24,False,p109646,5,0,0,0,0,0,0,0,0,0,0,0,5,9.0,0.2,0.0,0.9,2,1,2,4,0,0.00,0.00,0.00,0.03,,,,,,,[],,330,124,386,142,406,168,377,134,0.0,0.0,0.0,0.0,0.54,0.0,551,136,365,131,309,114,365,140,0.0,0.0,72.0
True,True,,,438234,0,0,0,0,35.2,-36,"[{'offset': 0, 'projected_percent': '35.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '34.5', 'likelihood': 2}, {'offset': 2, 'projected_percent': '34.0', 'likelihood': 2}]",,False,0,4,2.0,2.0,2,Omar,2.0,401,False,,,70,438234.jpg,2.0,False,Marmoush,2.1,False,,a,19,6,8,229643,7164,158040,16907,0.3,1.1,Marmoush,Omar Marmoush,63.0,2026-08-27,1999-02-07,False,p438234,339,0,0,2,5,0,0,0,0,0,0,0,37,18.0,55.5,58.0,12.9,0,11,2,13,4,0.38,0.15,0.53,3.84,,,5.0,,2.0,,"[{'property': 'loan_ineligible', 'notes': 'This player will not be available to face their parent club in Gameweek 25 as part of their loan conditions.', 'gameweek': 25, 'url': None}, {'property': 'loan_ineligible', 'notes': 'This player will not be available to face their parent club in Gameweek 19 as part of their loan conditions.', 'gameweek': 19, 'url': None}]",,289,29,103,9,77,20,170,21,0.1,0.0,0.04,0.14,1.02,1.33,27,9,205,20,245,27,124,20,1.06,0.53,3.45
True,True,100.0,100.0,510281,0,0,0,0,10.2,-12,"[{'offset': 0, 'projected_percent': '10.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '10.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '9.8', 'likelihood': 1}]",,False,0,3,2.0,2.0,2,Sávio,2.0,403,False,,2026-08-29T16:30:08.380416Z,65,510281.jpg,2.7,False,Moreira de Oliveira,0.7,False,,a,19,6,8,98894,1982,78041,5278,0.3,1.2,Sávio,Sávio,30.0,2026-08-25,2004-04-10,False,p510281,240,0,0,2,3,0,0,0,0,0,0,0,66,51.4,130.0,96.0,27.8,3,8,0,11,3,0.41,0.70,1.11,2.76,4.0,,,,,,[],,191,79,25,23,40,23,41,30,0.15,0.0,0.26,0.41,1.04,1.12,41,28,202,92,178,77,221,69,1.12,0.75,4.12
True,True,100.0,100.0,432422,-1,1,-2,2,-14.6,-37,"[{'offset': 0, 'projected_percent': '-15.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-16.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-18.4', 'likelihood': -1}]",,False,0,3,3.0,3.0,2,Sandro,3.0,455,False,,2026-09-14T14:30:07.387706Z,53,432422.jpg,2.8,False,Tonali,1.9,False,,a,19,6,14,47208,1619,266643,12036,0.6,2.6,Tonali,,106.0,2026-07-06,2000-05-08,False,p432422,427,0,0,2,8,0,0,0,0,0,0,0,86,63.0,89.0,28.0,18.0,11,20,11,42,5,0.24,0.61,0.85,7.72,,,,,,,[],,153,57,51,42,157,83,107,57,0.05,0.0,0.13,0.18,1.63,1.69,222,140,122,50,169,70,131,38,1.05,0.42,8.85
True,True,,,214572,0,0,0,0,2.0,8,"[{'offset': 0, 'projected_percent': '2.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.3', 'likelihood': 1}]",,False,0,1,0.0,0.0,0,Brandon,0.0,495,False,,,40,214572.jpg,0.0,False,Austin,1.0,False,,a,19,6,0,29076,1425,21282,1597,0.0,0.0,Austin,,241.0,2017-07-22,1999-01-08,False,p214572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,426,38,417,19,361,14,431,38,0.0,0.0,0.0,0.0,0.0,0.0,608,62,422,37,440,38,178,28,0.0,0.0,0.0
True,True,,,485055,0,0,0,0,-45.0,-84,"[{'offset': 0, 'projected_percent': '-45.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-45.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-46.6', 'likelihood': -3}]",,False,0,1,4.0,4.0,2,Antonín,4.0,496,False,,,45,485055.jpg,3.6,False,Kinský,17.5,False,,a,19,6,18,340840,11686,769981,87754,0.9,4.0,Kinsky,,57.0,2025-01-05,2003-03-13,False,p485055,450,0,0,2,8,0,0,0,0,0,12,0,77,104.8,10.0,0.0,11.5,10,34,0,0,5,0.00,0.00,0.00,7.78,,,,,,,[],,68,12,282,3,454,47,190,11,0.0,2.4,0.0,0.0,1.56,1.6,485,40,72,7,111,12,22,3,1.0,0.4,0.0
True,True,,,67089,0,0,0,0,-21.8,-43,"[{'offset': 0, 'projected_percent': '-21.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-22.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-22.6', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Martin,0.0,497,False,,,40,67089.jpg,0.0,False,Dubravka,17.2,False,,a,19,6,0,389493,18854,427919,35269,0.0,0.0,Dubravka,,194.0,2026-07-01,1989-01-15,False,p67089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,414,29,402,10,346,5,418,29,0.0,0.0,0.0,0.0,0.0,0.0,591,53,408,28,428,29,23,4,0.0,0.0,0.0
True,True,,,221466,0,0,-2,2,-44.2,-56,"[{'offset': 0, 'projected_percent': '-44.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-47.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-49.4', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Marcos,0.0,498,False,,,58,221466.jpg,3.0,False,Senesi Barón,3.6,False,,a,19,6,3,28967,823,452899,16436,0.0,0.5,Senesi,,10.0,2026-07-01,1997-05-10,False,p221466,90,0,0,0,3,0,0,0,0,0,0,0,10,36.6,2.2,0.0,3.9,11,2,5,16,1,0.00,0.02,0.02,3.87,,,,,,,[],,231,92,328,118,644,215,310,116,0.0,0.0,0.02,0.02,3.87,3.0,101,10,648,215,153,63,92,35,1.0,0.0,16.0
